Source,Indicator,Country,Administrative level,Year,Value ,Category,valuetype
Household Survey Indicators,Completion rate in primary education,Suriname,National,2022,0.873487578,Total,pct
Household Survey Indicators,Completion rate in secondary education,Suriname,National,2022,0.417357294,Total,pct
Household Survey Indicators,Early school dropout rate,Suriname,National,2022,0.362235022,Total,pct
Household Survey Indicators,Net attendance rate in primary education,Suriname,National,2022,0.982962001,Total,pct
Household Survey Indicators,Net attendance rate in secondary education,Suriname,National,2022,0.809127403,Total,pct
Household Survey Indicators,"Percentage of young people between 15 and 24 years old who are ""Not in Employment, Education or Training"" (NEET)",Suriname,National,2022,0.142338581,Total,pct
Household Survey Indicators,Completion rate in primary education,Uruguay,National,2006,0.944910355,Total,pct
Household Survey Indicators,Completion rate in secondary education,Uruguay,National,2006,0.319388582,Total,pct
Household Survey Indicators,Early school dropout rate,Uruguay,National,2006,0.535123525,Total,pct
Household Survey Indicators,Net attendance rate in primary education,Uruguay,National,2006,0.995958504,Total,pct
Household Survey Indicators,Net attendance rate in secondary education,Uruguay,National,2006,0.712889016,Total,pct
Household Survey Indicators,Net attendance rate in tertiary education,Uruguay,National,2006,0.389454568,Total,pct
Household Survey Indicators,"Percentage of young people between 15 and 24 years old who are ""Not in Employment, Education or Training"" (NEET)",Uruguay,National,2006,0.205474022,Total,pct
Household Survey Indicators,Completion rate in primary education,Uruguay,National,2007,0.944825045,Total,pct
Household Survey Indicators,Completion rate in secondary education,Uruguay,National,2007,0.312533487,Total,pct
Household Survey Indicators,Early school dropout rate,Uruguay,National,2007,0.544445198,Total,pct
Household Survey Indicators,Net attendance rate in primary education,Uruguay,National,2007,0.996963418,Total,pct
Household Survey Indicators,Net attendance rate in secondary education,Uruguay,National,2007,0.705970511,Total,pct
Household Survey Indicators,Net attendance rate in tertiary education,Uruguay,National,2007,0.380551883,Total,pct
Household Survey Indicators,"Percentage of young people between 15 and 24 years old who are ""Not in Employment, Education or Training"" (NEET)",Uruguay,National,2007,0.196568834,Total,pct
Household Survey Indicators,Completion rate in primary education,Uruguay,National,2008,0.936834109,Total,pct
Household Survey Indicators,Completion rate in secondary education,Uruguay,National,2008,0.335728619,Total,pct
Household Survey Indicators,Early school dropout rate,Uruguay,National,2008,0.537375149,Total,pct
Household Survey Indicators,Net attendance rate in primary education,Uruguay,National,2008,0.991141661,Total,pct
Household Survey Indicators,Net attendance rate in secondary education,Uruguay,National,2008,0.722373047,Total,pct
Household Survey Indicators,Net attendance rate in tertiary education,Uruguay,National,2008,0.388647541,Total,pct
Household Survey Indicators,"Percentage of young people between 15 and 24 years old who are ""Not in Employment, Education or Training"" (NEET)",Uruguay,National,2008,0.187880598,Total,pct
Household Survey Indicators,Completion rate in primary education,Uruguay,National,2009,0.962461744,Total,pct
Household Survey Indicators,Completion rate in secondary education,Uruguay,National,2009,0.343068004,Total,pct
Household Survey Indicators,Early school dropout rate,Uruguay,National,2009,0.526040277,Total,pct
Household Survey Indicators,Net attendance rate in primary education,Uruguay,National,2009,0.988545323,Total,pct
Household Survey Indicators,Net attendance rate in secondary education,Uruguay,National,2009,0.742676325,Total,pct
Household Survey Indicators,Net attendance rate in tertiary education,Uruguay,National,2009,0.388446919,Total,pct
Household Survey Indicators,"Percentage of young people between 15 and 24 years old who are ""Not in Employment, Education or Training"" (NEET)",Uruguay,National,2009,0.17845751,Total,pct
Household Survey Indicators,Completion rate in primary education,Uruguay,National,2010,0.961282493,Total,pct
Household Survey Indicators,Completion rate in secondary education,Uruguay,National,2010,0.329779528,Total,pct
Household Survey Indicators,Early school dropout rate,Uruguay,National,2010,0.540174434,Total,pct
Household Survey Indicators,Net attendance rate in primary education,Uruguay,National,2010,0.99022546,Total,pct
Household Survey Indicators,Net attendance rate in secondary education,Uruguay,National,2010,0.745036717,Total,pct
Household Survey Indicators,Net attendance rate in tertiary education,Uruguay,National,2010,0.374540745,Total,pct
Household Survey Indicators,"Percentage of young people between 15 and 24 years old who are ""Not in Employment, Education or Training"" (NEET)",Uruguay,National,2010,0.181235911,Total,pct
Household Survey Indicators,Completion rate in primary education,Uruguay,National,2011,0.969258132,Total,pct
Household Survey Indicators,Completion rate in secondary education,Uruguay,National,2011,0.364881594,Total,pct
Household Survey Indicators,Early school dropout rate,Uruguay,National,2011,0.511932078,Total,pct
Household Survey Indicators,Net attendance rate in primary education,Uruguay,National,2011,0.983135619,Total,pct
Household Survey Indicators,Net attendance rate in secondary education,Uruguay,National,2011,0.761772148,Total,pct
Household Survey Indicators,Net attendance rate in tertiary education,Uruguay,National,2011,0.385701736,Total,pct
Household Survey Indicators,"Percentage of young people between 15 and 24 years old who are ""Not in Employment, Education or Training"" (NEET)",Uruguay,National,2011,0.171624105,Total,pct
Household Survey Indicators,Completion rate in primary education,Uruguay,National,2012,0.96917702,Total,pct
Household Survey Indicators,Completion rate in secondary education,Uruguay,National,2012,0.360359642,Total,pct
Household Survey Indicators,Early school dropout rate,Uruguay,National,2012,0.514603039,Total,pct
Household Survey Indicators,Net attendance rate in primary education,Uruguay,National,2012,0.994210408,Total,pct
Household Survey Indicators,Net attendance rate in secondary education,Uruguay,National,2012,0.768604314,Total,pct
Household Survey Indicators,Net attendance rate in tertiary education,Uruguay,National,2012,0.380444372,Total,pct
Household Survey Indicators,"Percentage of young people between 15 and 24 years old who are ""Not in Employment, Education or Training"" (NEET)",Uruguay,National,2012,0.1773349,Total,pct
Household Survey Indicators,Completion rate in primary education,Uruguay,National,2013,0.971135878,Total,pct
Household Survey Indicators,Completion rate in secondary education,Uruguay,National,2013,0.361428609,Total,pct
Household Survey Indicators,Early school dropout rate,Uruguay,National,2013,0.518349152,Total,pct
Household Survey Indicators,Net attendance rate in primary education,Uruguay,National,2013,0.993025266,Total,pct
Household Survey Indicators,Net attendance rate in secondary education,Uruguay,National,2013,0.776254679,Total,pct
Household Survey Indicators,Net attendance rate in tertiary education,Uruguay,National,2013,0.379566923,Total,pct
Household Survey Indicators,"Percentage of young people between 15 and 24 years old who are ""Not in Employment, Education or Training"" (NEET)",Uruguay,National,2013,0.180360319,Total,pct
Household Survey Indicators,Completion rate in primary education,Uruguay,National,2014,0.973028193,Total,pct
Household Survey Indicators,Completion rate in secondary education,Uruguay,National,2014,0.367153884,Total,pct
Household Survey Indicators,Early school dropout rate,Uruguay,National,2014,0.505278666,Total,pct
Household Survey Indicators,Net attendance rate in primary education,Uruguay,National,2014,0.9929277,Total,pct
Household Survey Indicators,Net attendance rate in secondary education,Uruguay,National,2014,0.786007138,Total,pct
Household Survey Indicators,Net attendance rate in tertiary education,Uruguay,National,2014,0.385185884,Total,pct
Household Survey Indicators,"Percentage of young people between 15 and 24 years old who are ""Not in Employment, Education or Training"" (NEET)",Uruguay,National,2014,0.181507047,Total,pct
Household Survey Indicators,Completion rate in primary education,Uruguay,National,2015,0.972475566,Total,pct
Household Survey Indicators,Completion rate in secondary education,Uruguay,National,2015,0.364471884,Total,pct
Household Survey Indicators,Early school dropout rate,Uruguay,National,2015,0.495154964,Total,pct
Household Survey Indicators,Net attendance rate in primary education,Uruguay,National,2015,0.994893895,Total,pct
Household Survey Indicators,Net attendance rate in secondary education,Uruguay,National,2015,0.799622283,Total,pct
Household Survey Indicators,Net attendance rate in tertiary education,Uruguay,National,2015,0.402740136,Total,pct
Household Survey Indicators,"Percentage of young people between 15 and 24 years old who are ""Not in Employment, Education or Training"" (NEET)",Uruguay,National,2015,0.187328837,Total,pct
Household Survey Indicators,Completion rate in primary education,Uruguay,National,2016,0.979002267,Total,pct
Household Survey Indicators,Completion rate in secondary education,Uruguay,National,2016,0.380999938,Total,pct
Household Survey Indicators,Early school dropout rate,Uruguay,National,2016,0.481385783,Total,pct
Household Survey Indicators,Net attendance rate in primary education,Uruguay,National,2016,0.995044804,Total,pct
Household Survey Indicators,Net attendance rate in secondary education,Uruguay,National,2016,0.814286225,Total,pct
Household Survey Indicators,Net attendance rate in tertiary education,Uruguay,National,2016,0.402810311,Total,pct
